set_id,scenario_id,topology_id,variant,trajectory_method,realization_id,value,ratio,status,runtime_s,variables,rows,nonzeros
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,3,9.079482781806906,0.4539741390903453,optimal,0.9456816489982884,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,4,9.13307660294544,0.456653830147272,optimal,0.8136386999976821,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,5,9.463228935026892,0.47316144675134464,optimal,1.0032718880102038,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,6,9.548637622583792,0.4774318811291896,optimal,0.7581427660188638,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,7,9.54885029862651,0.4774425149313255,optimal,0.8714649179892149,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,8,10.36961870659764,0.518480935329882,optimal,0.7800467399938498,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,9,9.756928777583836,0.48784643887919177,optimal,0.9315793869900517,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,10,8.855760746877307,0.44278803734386535,optimal,0.7698377560009249,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,11,9.395504158043748,0.4697752079021874,optimal,0.7613674970052671,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,12,9.695588267556031,0.48477941337780156,optimal,0.9392017729987856,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,13,9.21867014612599,0.46093350730629956,optimal,0.7905653440102469,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,14,8.1717043664733,0.408585218323665,optimal,0.9648048670205753,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,15,9.11783558027299,0.4558917790136495,optimal,0.8236647179874126,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,16,8.6337513581091,0.431687567905455,optimal,0.8831929020234384,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,17,9.007402755520271,0.45037013777601353,optimal,0.790155324008083,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,18,8.499728874270215,0.42498644371351074,optimal,0.9729928269807715,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,19,8.789353737318352,0.43946768686591764,optimal,0.7706483849906363,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,20,9.028940512944196,0.4514470256472098,optimal,0.9290496350149624,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,21,9.406062882121718,0.4703031441060859,optimal,0.7501916190085467,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,22,8.391967134489619,0.4195983567244809,optimal,1.0159747030120343,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,23,10.16101262318605,0.5080506311593025,optimal,0.8564904109807685,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,24,9.566556642325585,0.4783278321162793,optimal,0.8026288060063962,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,25,9.052660699999041,0.45263303499995206,optimal,0.9528199430205859,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,26,9.568447455210938,0.4784223727605469,optimal,0.75480748800328,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,27,8.945186408813763,0.44725932044068817,optimal,0.9282100669806823,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,28,7.954403067748783,0.39772015338743916,optimal,0.7284549719770439,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,29,9.125338523980604,0.4562669261990302,optimal,0.8594526019878685,20403,38729,127549
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,0,9.485977789193736,0.4742988894596868,optimal,0.6954292579903267,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,1,10.06138141879736,0.503069070939868,optimal,0.7634854920033831,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,2,9.547726781609542,0.4773863390804771,optimal,0.7237307989853434,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,3,9.147457129058163,0.45737285645290815,optimal,0.5991467919957358,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,4,9.389890705947089,0.4694945352973544,optimal,0.6204147059761453,21239,39882,130664
